Name_1,HaKiDaSName,RA_1,DEC_1,GaiaID,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Vmag,Kmag_x,Name_2,Teff,logg,RefstarID,[Fe/H],[Fe/H]error,rv_HDS
LP877-70,HaKiDaS00115,347.416167,-20.967561,2386336846734520576,9.915451,10.294976,9.405137,10.146,8.346,LP877-70,5387.25659792,4.224028906,2,-0.549416354446,0.11806594432600001,16.41
V445Oph,HaKiDaS00116,246.172358,-6.543667,4352084489819078784,10.901791000000001,11.332927,10.340825,11.308,9.208,V445Oph,6047.25266725,3.4815723930800004,1,-0.6815358380840001,0.248413858108,-14.9659087074
HD232078,HaKiDaS00117,294.552038,16.809207999999998,4321939248248701824,12.549799,14.033743,11.365764,13.72,8.067,HD232078,4356.51981952,0.176730157621,0,-1.6789436490399998,0.36856252723099997,-18.43
RRCet,HaKiDaS00120,23.03605,1.343125,2558296724402139392,9.749573,10.009485,9.354435,9.675,8.59,RRCet,6814.17614633,3.14693439259,1,-0.708355922998,0.340366029669,28.406301608200003
HE1429-0551,HaKiDaS00121,218.130025,-6.083544,6331867944289331584,12.403445,13.017176,11.685103,12.75,10.066,HE1429-0551,4547.973412300001,1.5140779959900001,0,-1.7340277774900001,0.276114340635,-12.8029854438
HD23484,HaKiDaS00122,56.038792,-38.283178,4856592239127350400,6.734895699999999,7.209382000000001,6.1555305,6.99,4.934,HD23484,5062.06070352,4.507919097559999,2,0.0625712916712,0.0801112354877,-12.8046915226
BD+03740,HaKiDaS00123,75.31839599999999,4.107642,3238602707816488064,9.650396,9.897565,9.263159,9.79,8.516,BD+03740,6269.57400204,3.945105883,0,-2.63431094876,0.0318766550921,-28.098354547
HD190647,HaKiDaS00124,301.831621,-35.536181,6697758334244808192,7.5941997,7.984246700000001,7.091103599999999,7.7829999999999995,6.16,HD190647,5590.11054785,4.10141248601,2,0.26766127283700003,0.021883552342,14.77
HD202206,HaKiDaS00125,318.743358,-20.789703,6832155218215202944,7.9105144,8.282767999999999,7.41973,8.079,6.485,HD202206,5646.40296898,4.38426693593,2,0.287794916165,0.037972698642,26.55
60033,HaKiDaS00126,196.30731200000002,28.967469,1461256111571623552,11.770133,12.022594,11.361068,12.0,10.579,60033,6028.35902747,3.90575857792,0,-1.20639071592,0.0615627106735,1.2673424752299998
LP894-3,HaKiDaS00127,89.46362099999999,-30.898047,2891152566675457280,11.090009,11.368361,10.65858,11.345,9.767000000000001,LP894-3,5722.392325899999,4.25008476921,0,-1.55693584329,0.06001282346419999,-15.5421621982
HE0010-3051,HaKiDaS00128,3.332158,-30.583844,2319828320378748544,12.482028999999999,13.244063,11.652994999999999,12.37,9.789,HE0010-3051,4560.94481309,0.559012981241,0,-1.31595147396,0.33615342266599996,-18.3747245573
HD5426,HaKiDaS00129,13.923925,-33.754825,5003383672864259968,9.391397,9.827862,8.815074000000001,9.658,7.547999999999999,HD5426,4940.92903661,2.44380326193,0,-1.9810396290599999,0.0370252993866,-24.139974141
HD233832,HaKiDaS00130,171.523217,50.376664,790236569003888000,9.945572,10.418604,9.346544,10.128,8.012,HD233832,5028.57329435,4.60486929411,0,-1.07534330859,0.267190531049,-19.71
HD12661,HaKiDaS00131,31.143217,25.412364,105332908999068032,7.24746,7.628574,6.7626029999999995,7.433,5.86,HD12661,5800.8714953,4.33900446871,2,0.28306239484,0.058194645646400006,-22.417422766799998
M13III-59,HaKiDaS00132,250.40145800000002,36.417589,1328056630126385536,12.150222,12.838762,11.365731,10.91,9.512,M13III-59,5993.85921485,0.9395238889830001,0,-2.11982222429,0.331237006699,-15.68
HD23798,HaKiDaS00134,56.693596,-30.852744,4863785897031325824,7.9196186,8.557576,7.187764,8.309,5.517,HD23798,4380.38361197,1.0167894933,0,-2.0624463802400004,0.0814166325741,-20.3
HD18131,HaKiDaS00135,43.661625,-5.327569,5184265327181629056,7.0910926,7.6062326,6.4662066,7.318,5.0889999999999995,HD18131,4854.37558945,3.17993158041,1,-0.018327198657400002,0.05472074761390001,27.48
HD251432,HaKiDaS00136,91.507013,25.284439000000003,3426593696946130816,8.993155999999999,9.671655,8.236854,9.443,6.431,HD251432,4498.13617046,2.10744611906,1,-0.165666242368,0.107978309252,-17.36
HD141937,HaKiDaS00137,238.075121,-18.437707999999997,6248534171318085376,7.091492999999999,7.43083,6.638394,7.2589999999999995,5.763999999999999,HD141937,6088.83520451,4.456052982709999,2,0.104865223307,0.04810640286719999,-6.09113755709
BD+013070,HaKiDaS00139,230.665387,1.267183,4420705899564396288,9.819503,10.235459,9.264544,9.992,8.04,BD+013070,5264.05133008,3.1097262107,0,-1.58085824195,0.043581852152100004,27.9710607156
HD37828,HaKiDaS00140,85.228308,-11.198511,3010244175773318144,6.4824867,7.135217999999999,5.7474914,6.876,4.064,HD37828,4525.3620574,1.34252609994,0,-1.42107109584,0.07732347562089999,-17.4
HD2665,HaKiDaS00141,7.684575,57.064882999999995,421805237748755968,7.4574428,7.935635,6.849256,7.737,5.474,HD2665,4888.78575241,2.30354827813,0,-2.30772089379,0.465976326578,18.73
HD46375,HaKiDaS00142,98.304796,5.463444,3131777319158581376,7.695335000000001,8.152191,7.134639999999999,7.919,6.0,HD46375,5217.6914458,4.42238811313,2,0.141463091869,0.0828523547633,5.97394124395
M13III-52,HaKiDaS00143,250.3934,36.416,1328057390341058304,12.227196000000001,12.901237,11.446795,12.09,9.621,M13III-52,4617.09775631,0.753894005538,0,-1.56810402338,0.0956170371566,-15.68
HD168746,HaKiDaS00146,275.459071,-11.924169000000001,4153637759337630720,7.771689,8.149744,7.277923599999999,7.954,6.252999999999999,HD168746,5671.15700595,4.32108913432,2,-0.126374047075,0.0362024776664,11.7178168323
G154-34,HaKiDaS00147,268.993721,-16.405697,4144902513074822272,13.516855,15.567542000000001,12.163282,14.97,8.236,G154-34,3550.54352446,-1.02993361515,0,-2.6252093264,0.23235102105,-17.02
LP584-45,HaKiDaS00148,0.296671,1.9270919999999998,2738677379375788160,11.47357,11.661871000000001,11.151911,11.645,10.577,LP584-45,6873.85329779,4.5719849549000005,0,-2.39897119318,0.0696754813973,24.0
HD23596,HaKiDaS00149,56.999658,40.529431,224870885460646016,7.1035576,7.425822,6.670971000000001,7.252999999999999,5.872999999999999,HD23596,5975.97705119,4.122591957169999,2,0.226325697335,0.04373879917719999,-11.018553111400001
V1720Cyg,HaKiDaS00150,316.918908,48.85565,2165582988083680640,7.49004,7.988898299999999,6.881553,7.734,5.532,V1720Cyg,5563.95572024,2.84219262584,1,-0.348859140886,0.0897278532908,7.83
63160,HaKiDaS00151,195.542925,27.812155999999998,1460744903087691648,11.207172,11.494333000000001,10.749038,11.484000000000002,9.83,63160,5625.94899102,4.13108159529,2,-0.2760092059,0.0719042783287,1.3731590356999999
HD252370,HaKiDaS00152,92.410088,28.362433000000003,3436564347563108480,8.680675500000001,9.330397,7.946633,9.035,6.268,HD252370,4943.79823468,2.31873539225,1,-0.40455613868699997,0.113280882504,-16.97
HD82943,HaKiDaS00153,143.713529,-12.131428,5691782130578684544,6.3859754,6.7170997,5.9471273,6.539,5.105,HD82943,5859.30445283,4.32731284554,2,0.22146757167,0.0390264451826,-26.4085995207
HD114729,HaKiDaS00154,198.185171,-31.871921999999998,6180035765135232128,6.513824,6.8637204,6.057313400000001,6.704,5.136,HD114729,5658.02132384,3.954631529,0,-1.42145833333,0.641494347804,-26.78
HD209458,HaKiDaS00155,330.791533,18.881097,1779546757669063552,7.5086603,7.8127135999999995,7.089648700000001,7.641,6.307,HD209458,6029.5642628,4.30432674797,2,-0.0617011586505,0.0496737330088,-20.7324052573
HD26297,HaKiDaS00156,62.265654000000005,-15.889175,5097726306013986560,7.086398,7.7324720000000005,6.355826400000001,7.474,4.631,HD26297,4358.30176842,1.06770793248,0,-1.74024309121,0.0509164312241,-23.66
LP877-23,HaKiDaS00157,343.169283,-20.588711,2398029465700538880,11.893221,12.238892,11.382779,11.905999999999999,10.343,LP877-23,5781.08216947,4.66108602627,0,-1.56517345375,0.0718885059396,15.22
G18-24,HaKiDaS00161,331.253567,8.639692,2722263350106417152,11.870524000000001,12.18629,11.397649000000001,11.67,10.474,G18-24,6608.457057899999,4.6277863216,0,-1.12544938724,0.09820747905060001,14.1
HD219542,HaKiDaS00162,349.148858,-1.58695,2638615189818036736,8.031352,8.363797,7.5788006999999995,8.137,6.65,HD219542,5802.92532651,4.280727865869999,2,0.0781420959098,0.051245902956,-30.2063801897
HD216435,HaKiDaS00163,343.409896,-48.598642,6515731817739456256,5.8723187,6.2085295,5.4310602999999995,6.028,4.612,HD216435,5884.37351746,4.03580395935,2,0.177473341827,0.07104985506139999,-20.1476414561
HD50281A,HaKiDaS00164,103.076875,-5.173556,3101923001490347392,6.217028,6.820062599999999,5.530464599999999,6.591,4.107,HD50281A,4664.0013383000005,4.612068546680001,1,0.100541234331,0.0747773080616,8.27208519003
HD198269,HaKiDaS00165,312.154337,17.841939,1812812550689358336,7.7987437,8.428608,7.082453999999999,8.133,5.385,HD198269,4484.82783807,1.25971636217,0,-1.74435100313,0.163355671848,23.0139846399
HD24421,HaKiDaS00166,58.90241700000001,52.226281,251738448519542144,6.6698127000000005,6.9628559999999995,6.2631726,6.821000000000001,5.472,HD24421,6057.55131681,4.0637266814199995,2,-0.381224395166,0.032316757125800004,-8.1699475886
HD208487,HaKiDaS00167,329.335796,-37.76415,6586580842340695040,7.331639999999999,7.637072,6.911225999999999,7.48,6.1579999999999995,HD208487,6044.19340084,4.30944658518,0,-1.6222006829299997,0.126601195146,25.22
HD22282,HaKiDaS00168,53.806470999999995,-0.738664,3263319007654791552,8.332892999999999,8.743608,7.8064613,8.526,6.756,HD22282,5483.53989818,4.463978060630001,2,0.0697568768023,0.06339103754480001,-27.899568196500002
HD6434,HaKiDaS00169,16.166213,-39.486816999999995,4988158666635743616,7.5609,7.891974,7.103192999999999,7.739,6.187,HD6434,5683.355066,4.282024514630001,2,-0.518027352493,0.055633064878599994,20.67
HD69960,HaKiDaS00170,125.56561299999998,56.839071999999994,1034767439626407936,7.826591499999999,8.213539,7.325163000000001,7.99,6.349,HD69960,5636.11105736,4.07030715648,2,0.20852792917500002,0.0635585651239,-6.960451852010001
HD83212,HaKiDaS00171,144.085508,-20.886147,5676959889203060096,7.969530000000001,8.58425,7.259883,8.334,5.609,HD83212,4452.06450918,1.3674728245399999,0,-1.3596144892200002,0.0358602003204,24.866154909000002
HD4306,HaKiDaS00172,11.3642,-9.541247,2473977823368495360,8.761013,9.210169,8.167961,9.014,6.8229999999999995,HD4306,4997.3396331,2.29527865564,0,-3.09147513128,0.0413408837288,28.01
HD122563,HaKiDaS00174,210.63188300000002,9.684803,3723554268436602240,5.8559737,6.413675,5.2016883,6.216,3.73,HD122563,4660.62595622,1.5038480895200002,0,-2.45262488425,0.0203664486976,26.576234793
16CygB,HaKiDaS00175,295.466246,50.513128,2135550755683407232,6.0568113,6.417793799999999,5.5859275,6.165,4.65,16CygB,5740.66652093,4.28628818186,2,-0.576922988729,0.223153164863,9.37034683139
HD222582,HaKiDaS00176,355.465863,-5.986769000000001,2440578577126302336,7.518894,7.871429400000001,7.0513334,7.7,6.172999999999999,HD222582,5729.22867672,4.292930564680001,2,-0.0604291900229,0.038068630135199996,-30.3765733944
HD145675,HaKiDaS00179,242.598704,43.815981,1385293808145621504,6.37931,6.8301253,5.8251976999999995,6.612,4.7139999999999995,HD145675,5256.24816085,4.39559517837,2,0.365873153392,0.09026214100989999,-4.86031131512
G41-41,HaKiDaS00181,142.314133,8.635408,588856788129452160,11.016316,11.24955,10.640013,11.118,9.907,G41-41,6557.89299526,4.243869039140001,0,-1.34478571429,0.339160766467,-4.37476562992
HD175305,HaKiDaS00182,281.768529,74.72528100000001,2268048503896398720,6.941186,7.393719,6.372523,7.199,5.0569999999999995,HD175305,4941.36471322,2.6154958901599996,0,-1.42184220524,0.0461835742132,-4.57264223149
HD72659,HaKiDaS00186,128.514554,-1.567036,3073443760538892032,7.310695,7.640856299999999,6.8647084000000005,7.474,5.982,HD72659,5795.61136912,4.07127614078,2,-0.0598628588222,0.0414546145012,20.1415540064
HD26151,HaKiDaS00187,61.839146,-27.426819000000002,4889216948147099520,8.283411,8.712593,7.731798599999999,8.47,6.649,HD26151,5350.33756039,4.458183093640001,2,0.206292418222,0.0786789266239,-19.998215190899998
HD106252,HaKiDaS00189,183.374471,10.039744,3905603054348141440,7.262809799999999,7.59479,6.810293,7.417000000000001,5.928999999999999,HD106252,5782.94603627,4.29483773169,2,-0.105044238774,0.0296828030897,-27.6730903577
HD26,HaKiDaS00190,1.344663,8.789261,2752856200291132416,7.966989,8.480872999999999,7.339735000000001,8.232000000000001,6.032,HD26,5047.46597041,2.6962753137099997,1,-0.845125792234,0.12396564831399999,26.895885983899998
HD216770,HaKiDaS00191,343.97688700000003,-26.658558000000003,6610107504955838336,7.9163837,8.338474,7.3780399999999995,8.101,6.311,HD216770,5384.7089541000005,4.45772411225,2,0.315992941008,0.0684087334276,28.116088564400002
BD+82856,HaKiDaS00192,215.994238,8.027667,1175731289937614080,9.658627000000001,10.238384,8.972118,10.09,7.3870000000000005,BD+82856,4452.15984123,1.1462307088500001,0,-1.96708569441,0.0634420023046,-14.5978231575
BD-133442,HaKiDaS00194,176.711246,-14.112055999999999,3572742676589941760,10.139558000000001,10.388247,9.757712,10.317,9.017999999999999,BD-133442,6365.41248186,3.97375815499,0,-2.727625,0.12068375080499999,14.4883784784
HD114710,HaKiDaS00198,197.9653,27.877606,1460229369573307264,4.023946,4.4108186,3.6551647000000003,4.246,2.923,HD114710,6043.43162645,4.4002273039399995,2,-0.004204320863230001,0.0438651325031,2.03238691886
G20-15,HaKiDaS00199,266.866754,-8.775903,4165370682239910144,10.351442,10.725163,9.827424,10.667,8.77,G20-15,6691.92121409,4.458710172819999,0,-1.4079188343,0.048205423310199995,1.69
HD218857,HaKiDaS00201,347.849383,-16.247944,2406522235247996160,8.71642,9.149439,8.147092,8.939,6.872999999999999,HD218857,5041.42029255,2.6574492544,0,-1.7648356059499999,0.06944223975700001,17.65
HIP100963,HaKiDaS00202,307.046354,22.128494,1818697205647102720,6.922304,7.2709413,6.459281,7.097,5.577999999999999,HIP100963,5743.14594417,4.420073658430001,2,-0.0593429600896,0.0502507453314,17.58
HD40979,HaKiDaS00203,91.123696,44.259208,961428192989499904,6.5996312999999995,6.909522,6.193393700000001,6.744,5.4510000000000005,HD40979,6135.89631873,4.34547589455,2,0.143830559231,0.06809789851800001,1.8131478265599998
G115-58,HaKiDaS00205,137.700921,46.378814,1011379899590855936,11.982026,12.22783,11.572455999999999,11.909,10.779000000000002,G115-58,6721.22020192,4.0853365654400005,0,-1.22660468944,0.0684000647338,-11.4048572027
HD187123,HaKiDaS00207,296.744879,34.417258000000004,2047452661412980736,7.6728380000000005,8.020287,7.2085365999999995,7.841,6.337000000000001,HD187123,5753.73394044,4.3509596407,2,0.0797780125385,0.043184884500699995,14.393913256500001
Gl838.3,HaKiDaS00209,327.97045,42.340439,1960631100090155008,7.642575999999999,8.05022,7.116014999999999,7.845,6.064,Gl838.3,5423.09223011,4.546326741190001,2,0.021831275136700003,0.0408093559477,-1.73
LP763-87,HaKiDaS00210,354.36681699999997,-13.792310999999998,2432049871588053248,11.860809,12.094124,11.464694999999999,12.952,10.725999999999999,LP763-87,4742.28814937,4.22746284686,0,-2.26895605889,0.152359734338,20.11
HD159868,HaKiDaS00211,264.747467,-43.143611,5955841736510622208,7.045793499999999,7.4424133,6.5377975,7.265,5.535,HD159868,5441.09112014,3.8347399354300005,2,-0.568646375292,0.0763970944911,0.32
18Sco,HaKiDaS00212,243.904658,-8.367194,4345775217221821312,5.3025894000000005,5.6745496,4.8664427,5.505,4.185,18Sco,6049.56695185,4.51745713789,2,0.0754525158081,0.0442868650665,-10.57
G199-36,HaKiDaS00213,191.05953799999997,51.756394,1568219729458240128,6.7342796,7.248855000000001,6.1209,7.018,4.78,G199-36,4882.59393571,4.46477593721,1,0.074757967173,0.0963934997164,-8.74
HD92788,HaKiDaS00215,160.703921,-2.185556,3802549437248150656,7.139292200000001,7.5118375,6.660425999999999,7.308,5.721,HD92788,5651.44900446,4.318899647209999,2,0.263135533952,0.0372538503628,-29.224372522399996
HD192263,HaKiDaS00216,303.50041699999997,-0.8678969999999999,4224259562941398400,7.4955826,8.008992999999998,6.8747773,7.774,5.5360000000000005,HD192263,4885.20562584,4.53729669648,1,-0.015733379728600002,0.0934901153732,22.6590106868
HD134987,HaKiDaS00219,228.371475,-25.311083,6226694571859532800,6.285549,6.655436,5.7979064000000005,6.468999999999999,4.881,HD134987,5643.02371766,4.22701737674,2,0.247743739855,0.05115092714240001,-9.49313498161
HD195019,HaKiDaS00220,307.078429,18.772247,1815418118373631360,6.7291107000000006,7.081606,6.259645,6.901,5.256,HD195019,5560.88710255,4.01737795881,2,-0.030334678695200002,0.0365605130944,23.371598845799998
HD4208,HaKiDaS00222,11.111496,-26.512135999999998,2343647384368388608,7.61066,7.9766936,7.1249175000000005,7.792000000000001,6.162999999999999,HD4208,5587.67834197,4.39203645922,0,-1.38776779127,0.38981112891,24.74
HD160617,HaKiDaS00224,265.708488,-40.320878,5957698605530828032,8.574639,8.859107,8.158407,8.77,7.311,HD160617,5863.83312475,3.8090798097099996,0,-1.9299175832599997,0.321357204911,-11.05
G17-25,HaKiDaS00226,248.677108,-4.228530999999999,4354357901908595456,9.366166999999999,9.800535,8.791043,9.597999999999999,7.517,G17-25,5314.01542604,4.56122499732,0,-1.27921725972,0.10367088579299999,-23.72
HD204587,HaKiDaS00227,322.514138,-12.511728,6891134705556330880,8.535991000000001,9.319032,7.7015910000000005,9.12,5.881,HD204587,4105.49426534,4.5256345505699995,1,0.05869111275640001,0.190410009382,27.029582456
BD-17484,HaKiDaS00230,37.855779,-16.980744,5133305707717726464,10.335064,10.600234,9.935129,10.597000000000001,9.136000000000001,BD-17484,5923.97594931,4.048794870280001,0,-1.51031644955,0.0633608657848,25.72
47UM,HaKiDaS00231,164.862933,40.429522,777254360337133312,4.8306002999999995,5.202707299999999,4.4259934,5.04,3.75,47UM,6100.70112797,4.39165550244,2,0.0440562142041,0.037299850176199995,-25.3557257873
HD58551,HaKiDaS00232,111.709962,21.533610999999997,865962683591073408,6.39607,6.6785374000000015,6.0039682,6.5360000000000005,5.245,HD58551,6125.52803631,4.189337695390001,2,-0.491533104721,0.045602935269499996,11.921109780999998
HD200580,HaKiDaS00233,316.03303700000004,2.993239,1730458373852682752,7.1553807,7.4701447,6.710160000000001,7.332000000000001,5.79,HD200580,5749.90610606,3.9595699902,2,-0.692385915896,0.05212347567480001,25.302738194299998
G165-39,HaKiDaS00234,209.793917,33.859439,1458016709798909952,9.922362,10.164749,9.547275,9.986,8.81,G165-39,6573.30297972,4.09233335388,0,-1.8186688907700002,0.044372983385300005,-19.97
HD128279,HaKiDaS00235,219.20232099999998,-29.111331,6221846137890957312,7.8055687,8.212235,7.264129,8.041,6.065,HD128279,5144.95262621,3.1290344507,0,-2.1379196030700003,0.0578169598527,28.5211178505
LP859-35,HaKiDaS00236,229.8995,-24.516925,6227037653844724224,11.487769,11.843062,10.96819,11.309000000000001,9.897,LP859-35,6129.88350046,4.577264521419999,0,-1.27388232704,0.09319000249430001,-27.82
HD189558,HaKiDaS00237,300.253337,-12.255389,4189078626829509248,7.555069400000001,7.88985,7.0926766,7.732,6.162999999999999,HD189558,5703.88012863,3.8201795009400006,0,-2.32783937619,0.067110891273,-0.814894672674
HD37124,HaKiDaS00238,84.260188,20.72905,3402798414192387328,7.472376,7.843986500000001,6.980111999999999,7.659,5.9510000000000005,HD37124,5536.44369775,4.3579400775699995,2,-0.479864867812,0.027673051235500002,-1.40682215025
HD8574,HaKiDaS00240,21.30235,28.564967,297045096447719040,6.9834504,7.2957415999999995,6.5640717,7.121,5.7829999999999995,HD8574,6043.24876357,4.22226609455,2,0.038297778153499995,0.052900850451499996,-24.0123230479
G14-39,HaKiDaS00241,198.61255,-4.092741999999999,3636015928636801792,12.539176,13.068067999999998,11.863269,12.74,10.413,G14-39,4638.29785355,4.69696908621,0,-2.09859818282,0.12352024405999999,-26.41
TauBoo,HaKiDaS00243,206.813825,17.455769,1244571953471006720,4.294787,4.626565,3.9865906000000004,4.488,3.5069999999999997,TauBoo,6666.18204716,4.3366023707,2,0.241036830756,0.093580290226,7.00878254697
HD117176,HaKiDaS00246,202.10511699999998,13.777322,3740176925743650688,4.7087197,5.160622,4.2652470000000005,4.973,3.5,HD117176,5802.42380447,4.01943846884,2,-0.123998492138,0.04871667793880001,7.31422093845
HD111980,HaKiDaS00248,193.315654,-18.522122,3510294882898890880,8.209325,8.519147,7.756715299999999,8.381,6.768,HD111980,5616.291023,3.86240419387,0,-1.0907422878,0.0399460411791,-27.72
HD134439,HaKiDaS00251,227.555046,-16.383889,6307374845312759552,8.816861,9.263815,8.248588,9.059,,HD134439,4923.5670905,4.59943903398,0,-1.4320093669,0.07263234060910001,29.338251485300002
